State Name,Dist Name,Year,max_N_budjet_kg_ha,min_N_budjet_kg_ha,median_N_budjet_kg_ha,mean_N_budjet_kg_ha,percentile_95_N_budjet_kg_ha,percentile_5_N_budjet_kg_ha,percentile_75_N_budjet_kg_ha,percentile_25_N_budjet_kg_ha
Jharkhand,Singhbhum,1968,35.266081286968465,15.110281972073096,25.188181629520784,24.42934745205822,35.055501279451875,15.320861979589687,27.081207431705096,18.892091362030364
Jharkhand,Singhbhum,1969,35.12351790396421,13.569149822641851,24.34633386330303,23.573310371738504,34.93582019083985,13.756847535766212,27.73834465407169,16.31618212314721
Jharkhand,Singhbhum,1970,35.68534814456793,22.606459922334025,27.19887232805152,28.496893464984492,35.482432367694166,22.80937569920779,33.01563069330932,25.27617737359264
Jharkhand,Singhbhum,1971,39.75495037569565,18.35836023908483,29.05665530739024,28.4172727974378,39.603426469973414,18.509884144807067,32.51546233085868,21.761553224207116
Jharkhand,Singhbhum,1972,40.67883743405576,20.44475676357557,30.561797098815664,29.889804107368693,40.58079613520616,20.54279806242517,33.37401243532647,23.717623813623028
Jharkhand,Singhbhum,1973,41.51977527600398,24.59353921065987,31.966597778279628,32.236262358843234,41.419010684617014,24.694303802046843,35.613982626991486,27.757081482844775
Jharkhand,Singhbhum,1974,43.14903189951314,26.648090826091757,33.56779602033997,34.0811908224239,42.97400337523761,26.823119350367293,37.65573355069015,29.898696617568405
Jharkhand,Singhbhum,1975,40.09001185000408,15.726226030088009,27.90811894004604,27.062178950479424,39.958740933746135,15.857496946345956,32.305520498696836,18.43507744399554
Jharkhand,Singhbhum,1976,40.68593960961525,19.701669902392013,30.19380475600363,29.33428132579131,40.60614423378252,19.781465278224733,32.8399736408353,22.390495289898045
Jharkhand,Singhbhum,1977,37.461518142405225,19.714555781324123,28.18583331667945,27.71743107929646,37.360147722302514,19.815926201426837,30.264128011016982,22.492717907673548
Jharkhand,Singhbhum,1978,42.00654755629853,28.300299290205324,32.46485398069409,34.25723360906598,41.85035269992999,28.456494146573853,39.19489767689839,30.99238670341297
Jharkhand,Singhbhum,1979,49.68714766702167,21.617926588510652,35.65253712776615,34.345006235846654,49.411517518498684,21.893556737033634,38.78777612033306,24.672112783682195
Jharkhand,Singhbhum,1980,47.46244912691795,32.27396829830593,37.26667468753135,38.86441179327068,47.15060909457508,32.5858083306488,43.62449793006097,35.29220602927659
Jharkhand,Singhbhum,1981,50.74237690887437,33.279943815740516,38.65467161800512,40.59548511802776,50.497997094975965,33.52432362963892,46.38039749235651,35.8608492551849
Jharkhand,Singhbhum,1982,52.02592734581203,33.880548360210184,39.244477156438464,41.26297761305086,51.794432996443454,34.11204270957876,47.36658695902369,35.815848700382276
Jharkhand,Singhbhum,1983,52.04700599045856,31.56334148789884,40.23573481195844,40.226685976574096,51.70121090114244,31.909136577214955,43.89276155726847,33.385537199901776
Jharkhand,Singhbhum,1984,54.61409498055653,37.74707185656787,41.98995235162431,44.640102741467025,54.363658539633455,37.997508297490945,51.30857609783027,40.19096881059886
Jharkhand,Singhbhum,1985,56.880012840790414,38.82899179832677,45.24637998728942,46.432837465391664,56.38395296240047,39.32505167671671,51.12136962315336,41.273890555500586
Jharkhand,Singhbhum,1986,60.019311123698664,38.39131667361799,47.881592634728776,47.61612268546332,59.68847872546041,38.72214907185624,51.14592829446187,40.37699475154382
Jharkhand,Singhbhum,1987,57.91351835915429,41.01967962883662,45.341682774386385,47.65484625425054,57.68987979225412,41.24331819573679,53.98919843896145,42.32331554977812
Jharkhand,Singhbhum,1988,57.78143016619325,29.775380152934844,43.778405159564045,41.9376248156375,57.64183492057558,29.914975398552514,45.20930098813102,31.302827267437788
Jharkhand,Singhbhum,1989,52.993384262195995,26.736499382166727,39.864941822181365,38.15830299139475,52.94234140107466,26.787542243288065,41.27938119804533,28.21066946159769
Jharkhand,Singhbhum,1990,52.729986869623076,25.4991427985509,39.114564834086984,37.186394899631814,52.66668597225136,25.562443695922614,40.491759737016125,26.168350324426815
Jharkhand,Singhbhum,1991,59.46246548211601,34.03311787307452,45.983815551340285,44.82055939101296,59.4076854423766,34.08789791281393,48.10868651083859,35.351455377368055
Jharkhand,Singhbhum,1992,58.81863066763991,37.79743530975426,43.95090586945407,46.06190131316677,58.77509486063577,37.8409711167584,53.09582335096859,38.757706811729705
Jharkhand,Singhbhum,1993,53.82633835103948,29.73085855563684,39.188960687548196,39.46761904439622,53.81834781841153,29.738849088264793,44.61934985526562,30.251246129338988
Jharkhand,Singhbhum,1994,51.997786546415526,24.629692191529173,37.81373443888601,36.083511057555405,51.93055507517243,24.696923662772274,39.0303721126414,25.215746616974364
Jharkhand,Singhbhum,1995,,,,,,,,
Jharkhand,Singhbhum,1996,,,,,,,,
Jharkhand,Singhbhum,1997,54.14240942299435,15.107952868267606,34.625181145630975,32.397395670975506,54.06459183130334,15.185770459958615,40.16054951025493,15.723099933074245
Jharkhand,Singhbhum,1998,47.523480478524675,34.18769237632935,34.89395875530833,38.86837720338746,47.46773642767169,34.24343642718234,47.19032853690261,34.520844317951415
Jharkhand,Singhbhum,1999,45.57044555813526,19.664048532286387,32.617247045210824,30.53070066052941,45.447062936857485,19.6923872137538,32.96099871810502,19.927024227519723
Jharkhand,Singhbhum,2000,38.62436722970842,4.370739795341596,21.49755351252501,19.431533854884204,38.48246581881647,4.466816676043017,25.922550117995442,4.759756288828891
Jharkhand,Singhbhum,2001,50.519862099661026,10.191613548222623,30.355737823941816,27.592021804879632,50.46903085230866,10.242444795574983,33.59562623284147,10.533553300669013
Jharkhand,Singhbhum,2002,56.69333731940984,31.022330617426945,38.826004669055635,41.08453418741515,56.63060528293121,31.08506265390558,49.251316985833164,31.888210863709674
Jharkhand,Singhbhum,2003,69.17122480892856,37.095700821935964,51.444462533418815,50.461502577737384,69.08130976385773,37.18561586700679,55.319345922172204,38.293818846549925
Jharkhand,Singhbhum,2004,68.90948105886949,42.15787373315198,54.083500266168365,53.35006779907392,68.81594799273722,42.25140679928425,57.487770546113,43.37828092397236
Jharkhand,Singhbhum,2005,57.717853700426616,30.787824722571774,44.2528392114992,42.3797956469024,57.67028074926767,30.835397673730714,45.06025010800594,32.207166927411684
Jharkhand,Singhbhum,2006,48.64101557200199,27.235657443174304,35.7101761740918,36.128922283169175,48.579857543948236,27.296815471228054,40.81161635211528,28.664891983539857
Jharkhand,Singhbhum,2007,37.53809380492369,20.809768380455186,25.718069998280654,27.73989049163686,37.456505936312105,20.891356249066764,33.639909929168326,23.015430838712636
Jharkhand,Singhbhum,2008,45.673399003233726,25.34982405338214,30.238675691115972,33.01668168085359,45.605944373020904,25.41727868359496,40.888493448711635,25.711022197562045
Jharkhand,Singhbhum,2009,73.06113997888701,40.96442818469944,46.55627951980351,53.19784456340236,73.02519925955119,41.00036890403526,68.64713527568374,43.40180490153703
Jharkhand,Singhbhum,2010,77.98488110206273,35.52645517104557,41.339960201456094,51.15394449901468,77.94915609364625,35.56218017946205,73.1558380297933,37.5765722882743
Jharkhand,Singhbhum,2011,54.79081672791139,27.59820435501719,34.062268828871126,38.817096637266566,54.692552089769066,27.69646899315951,52.39427657595499,29.994744506973582
Jharkhand,Singhbhum,2012,55.23258984721875,31.404215665219663,33.338103541565566,39.991636351334655,55.08178422154244,31.55502129089597,54.50799699517686,32.128808517261554
Jharkhand,Singhbhum,2013,53.30739943090883,30.45161556360508,32.05700769249508,38.605340895669656,53.22688717291909,30.53212782159482,53.00309639917043,30.755918595343466
Jharkhand,Singhbhum,2014,50.61747638742985,24.02376320764548,27.455516351209603,33.86550993664391,50.4791418706743,24.162097724401036,47.89135799115501,25.74942933121394
Jharkhand,Singhbhum,2015,69.47596958299123,43.504424158328206,46.067132520757234,52.747948424590454,69.32430847593184,43.65608526538758,67.11681523775974,44.256216526949125
Jharkhand,Singhbhum,2016,66.90925149074666,33.306983952867746,36.90104561192979,45.70576035184808,66.75202790046305,33.46420754315135,66.39273997821616,33.82349546539825
Jharkhand,Singhbhum,2017,56.43121998137922,-3.847282710553415,22.892130932082967,21.889611265453755,54.03890156214201,-2.032242412800638,30.254425509773895,2.9774420940862107
Jharkhand,Singhbhum,2018,,,,,,,,
Karnataka,Bangalore,1965,,,,,,,,
Karnataka,Bangalore,1966,48.50158926011937,23.30756725294664,38.9092296560312,37.9820226376218,47.976019094989894,23.833137418076113,46.01209929974436,32.25242070085806
Karnataka,Bangalore,1967,42.09633765855529,20.891566292991037,38.45653538892313,33.832708484557536,41.32811434095995,21.65978961058638,40.12644501605172,23.935879243362557
Karnataka,Bangalore,1968,46.98143871903947,25.57045036271134,42.23915666640326,38.263681916051354,46.47921013900205,26.072678942748755,44.071086288592625,28.686751771164438
Karnataka,Bangalore,1969,48.98672972688196,25.44190719329756,41.68122886445765,39.092446338254895,48.83290486780291,25.59573205237661,45.55649280795168,31.207090572482926
Karnataka,Bangalore,1970,53.343608770764035,28.082140057656485,44.03330403979318,42.249058257812116,53.05704104985587,28.368707778564655,48.63713806548324,35.36485457338259
Karnataka,Bangalore,1971,51.89828900306071,28.422133090771055,44.350704885875516,41.79610568169968,51.842386460707466,28.4780356331243,47.78046926791926,33.97433295669602
Karnataka,Bangalore,1972,49.66973919452526,29.052623834378267,44.70130545665681,41.27410899765986,49.6035755790374,29.118787449866137,46.838870761378104,32.68080928236391
Karnataka,Bangalore,1973,49.03935898513882,29.047590368257822,44.27931502655045,40.7887547933157,48.91538722257737,29.171562130819268,45.93593037177139,32.27326800236998
Karnataka,Bangalore,1974,56.63920783847297,34.08845045766765,49.287070207619564,47.087460129169294,56.31745940681358,34.410198889327035,53.1575697843711,40.06539227926488
Karnataka,Bangalore,1975,61.76873426811552,40.38997886855642,55.36936278325034,52.509358639974096,61.73495935446769,40.42375378220425,57.51836038352207,44.64504659971332
Karnataka,Bangalore,1976,51.39232118998511,34.47602952875845,48.94238611720143,44.93691227864833,51.20956109479701,34.65878962394656,50.65438631335695,35.213964405386626
Karnataka,Bangalore,1977,51.64014684742004,24.520204123098704,39.13247222811069,39.39174434152837,50.55700543000472,25.60334554051402,46.32434852262797,35.600822099802144
Karnataka,Bangalore,1978,53.09334088195022,30.62119637952351,43.16907684341477,43.09112215152166,52.27748559686708,31.437051664606646,49.045429136826165,39.44861282400049
Karnataka,Bangalore,1979,61.20776304259371,36.285486952617276,49.07383052902684,50.058405284530465,60.09633236900335,37.39691762620764,57.08732887148242,46.59741279739907
Karnataka,Bangalore,1980,59.1730633445125,40.12259201929491,52.79423162593449,51.35094315165589,58.607644558645156,40.688010805162264,57.10941792071053,46.11212237354847
Karnataka,Bangalore,1981,55.23484358933031,39.991915386523644,51.7353896387931,48.987382871549016,54.7380119399782,40.488747035875754,53.16441984181037,42.39275599860146
Karnataka,Bangalore,1982,67.31203597685524,50.06380365470174,63.04690384741157,60.392031048516095,66.60732923311983,50.98395949940808,64.80279507884353,54.10654594652519
Karnataka,Bangalore,1983,68.72105519900143,46.22004586232161,58.120569580668686,58.82571544382029,67.8963817371057,47.04471932421733,65.58327975009021,56.039246544415015
Karnataka,Bangalore,1984,76.43536222132636,57.53133717591332,67.65227179536302,68.53862270548807,76.35612510420002,57.61057429303966,75.84913638346436,66.11135686149831
Karnataka,Bangalore,1985,79.09412227251177,60.9733261502755,71.46833678825142,71.66061730882839,79.01140479306002,61.532190970624335,77.96520785444334,68.77794338973828
Karnataka,Bangalore,1986,65.28228181472936,51.35431751928649,61.76941261345735,59.7631853408054,64.97136863543825,52.3419371379378,63.08407517662186,55.03345638422626
Karnataka,Bangalore,1987,75.70961731865061,59.20844924283264,68.60295188501192,68.72852524535101,75.3330483469293,59.585018214553955,74.23930389160401,66.00787724899499
Karnataka,Bangalore,1988,111.47905764005615,95.00580530172724,107.38152581573482,104.68557252034987,110.86374879746356,95.62111414431982,109.08856273997614,98.3305221161992
Karnataka,Bangalore,1989,95.20483918239884,69.45511842295747,82.51906708614845,84.04683576789493,94.54002860285661,70.32792611431702,92.71135622600569,80.94857536673307
Karnataka,Bangalore,1990,82.95548885515466,66.53847520701757,78.86270456782216,76.64819494540878,82.80989001995951,67.11032576378756,81.71721670394311,70.75882898815901
Karnataka,Bangalore,1991,87.8426293715025,65.68116708801766,77.16889472472252,78.26124743714739,87.15961659021475,66.37292437577351,85.65350778291767,75.7156055053835
Karnataka,Bangalore,1992,87.55800054286057,67.46670370600292,78.7484963557914,79.20605029332977,87.32552962329194,68.00085494733746,86.2698106682951,76.30766671225267
Karnataka,Bangalore,1993,102.47942935693985,81.55815789368286,92.01879362531136,92.65766074298453,102.15527246443287,83.13326854231703,99.17355968782276,86.42276889406233
Karnataka,Bangalore,1994,107.67648773689466,93.5238789141831,100.81759212715309,100.99331467414845,106.68952572900315,94.75764471906776,104.0874198990705,99.02300066731347
Karnataka,Bangalore,1995,107.16540650439401,86.41593078380443,96.79066864409921,97.42067797243323,106.65743676058975,88.31402370647452,103.02164244889711,91.81225412045846
Karnataka,Bangalore,1996,118.22411362102197,96.3579733210774,107.29104347104968,107.88224134497625,117.65569758547052,97.48855760602689,115.39339305445273,101.71375704139137
Karnataka,Bangalore,1997,125.22598459745768,102.73578129635965,113.98088294690866,114.2780505890375,124.08862251312202,103.87314338069531,121.46322134009193,108.28155040649847
Karnataka,Bangalore,1998,126.06896855623737,102.43886529534647,114.25391692579191,114.88739411419976,125.69484865021288,103.6953120575663,123.27435638944067,107.43010994496228
Karnataka,Bangalore,1999,115.26071416336119,88.81047721923903,102.03559569130013,102.58502504903231,114.83543752036188,91.04887074275464,109.65291412766227,94.41827725493796
Karnataka,Bangalore,2000,129.90345044215957,100.94391935509753,115.42368489862855,115.97260656816631,129.48685827514055,102.74883742197252,126.05370100190635,105.56296990374837
Karnataka,Bangalore,2001,122.56052397679312,94.264844174585,108.41268407568904,108.79423262896597,121.91149283052431,96.17298554666759,117.92269929370576,98.90266885767234
Karnataka,Bangalore,2002,129.54082325214426,112.79347936131094,121.16715130672762,121.31948068710498,129.25894515046642,113.07535746298879,126.02503007353417,117.2232488221851
Karnataka,Bangalore,2003,94.31880483870097,76.6027739227013,85.46078938070113,85.80818218471516,93.58606008888745,78.17516818308258,90.46070879735291,81.01859131437394
Karnataka,Bangalore,2004,142.08887896965547,114.59879434155317,128.34383665560432,128.77388667546848,141.15475840359076,116.87704475312833,136.67280472215785,120.15129626185296
Karnataka,Bangalore,2005,134.13338642614715,115.42101680367338,124.77720161491027,125.14607997797509,133.1954215683672,117.22655408104498,129.57154838849885,120.61872062045308
Karnataka,Bangalore,2006,162.91629353115053,139.10084834475785,151.00857093795418,150.56345872714834,162.8753739208225,139.14176795508587,156.52356003034555,142.8229085807277
Karnataka,Bangalore,2007,142.6584114496742,117.00293967810197,129.83067556388806,129.4120828493738,141.15281890610333,118.09126360170079,136.68400631477402,121.22445874404734
Karnataka,Bangalore,2008,136.17058392771088,116.8901268187629,126.53035537323686,126.23375311164466,134.78425315199016,118.1525592112742,130.37414001834912,121.13222694622505
Karnataka,Bangalore,2009,135.89181910105737,114.36043475583372,125.12612692844554,124.85914518329275,134.54044551347917,115.62555424528314,130.26454843643788,118.54264058249782
Karnataka,Bangalore,2010,134.79035702515125,106.01525885084486,120.40280793799803,120.0529866174516,132.8939242656067,107.1040416803923,129.22712009876693,110.94802227212688
Karnataka,Bangalore,2011,149.61471322090773,121.88674094746176,135.75072708418475,135.37852834853913,147.91228711396775,122.98163841766171,143.89775612912513,126.4751031467162
Karnataka,Bangalore,2012,146.84612687830017,121.56350635720412,134.20481661775216,133.56417354141243,144.6015934580666,122.60911253160738,139.6753396835243,127.07030281363328
Karnataka,Bangalore,2013,163.10794958417688,129.5417422780987,146.3248459311378,145.7963928536332,161.14649451305942,130.4952597866683,156.90331177370066,134.4082753736344
Karnataka,Bangalore,2014,166.05908605880435,131.56396395565682,148.81152500723059,148.0770254370262,164.35662142746324,132.50755097108944,158.64976631574683,135.94606376095788
Karnataka,Bangalore,2015,157.70732118212467,122.45233590795434,140.0798285450395,139.28333831235344,156.87375798178252,123.0885277116179,150.90413313798774,124.8354396408449
Karnataka,Bangalore,2016,157.210610912622,121.7390598435274,139.47483537807472,139.86237287485415,156.50614306575122,122.4435276903982,148.97050426735788,132.30439146946802
Karnataka,Bangalore,2017,162.724987677719,118.67729780442019,140.7011427410696,141.11990167794306,160.2377656162631,121.16451986587612,152.30687789873028,131.6079612046497
Karnataka,Bangalore,2018,,,,,,,,
Karnataka,Belgaum,1965,,,,,,,,
Karnataka,Belgaum,1966,28.94382156342376,14.848177943143906,22.14001147090286,22.298856118520565,27.858195739501014,16.202216656447582,25.001534142976965,19.89759371740506
Karnataka,Belgaum,1967,36.47219412232349,16.33601207513702,26.404103098730253,26.92053982493449,35.67837686818505,17.129829329275463,33.13498546971407,22.77184108497185
Karnataka,Belgaum,1968,33.40537219419569,14.820364641116766,24.112868417656227,24.555095815546295,32.502201916917244,15.723534918395208,29.5745678889853,21.304533333667564
Karnataka,Belgaum,1969,33.892261419701825,15.448482777356991,24.67037209852941,25.162013233881655,32.817048018484506,16.523696178574312,30.051314446789334,22.239276562382976
Karnataka,Belgaum,1970,36.45453071279954,17.75120402102342,27.10286736691148,27.647672312297363,35.3841421392798,18.821592594543155,32.62197409339736,24.85259031274095
Karnataka,Belgaum,1971,32.040375305264945,15.82922911324177,23.934802209253363,24.40249768242403,30.747954521123475,17.121649897383236,27.622346964597508,21.502564906506528
Karnataka,Belgaum,1972,37.44270218474174,17.422624990523275,27.43266358763251,28.033441222977277,36.86440029184563,18.00092688341939,34.58840069679804,23.881592290535572
Karnataka,Belgaum,1973,33.37998042103291,18.780852700816084,26.821673448684415,26.645210323238928,32.102954224845256,20.057878897003736,29.622876976686776,24.126403676393785
Karnataka,Belgaum,1974,36.469699021547015,20.71642902553722,28.917289008584476,29.153430427559652,35.17440787811211,22.153083310068798,32.09129421771474,26.271589763366507
Karnataka,Belgaum,1975,40.40217512382683,24.45403093218346,32.72674518236316,32.939263545767595,38.97842539135303,25.909107992727527,35.94704045363032,29.960308838804266
Karnataka,Belgaum,1976,50.42767885477723,28.451836251472873,39.43975755312505,39.98359590936342,49.55580391321312,29.32371119303698,46.77549667494006,35.367048568740316
Karnataka,Belgaum,1977,50.50580301054021,30.936314450071613,40.72105873030591,41.231344115655155,49.318228444170046,32.12388901644178,46.35202899731928,38.15180077538796
Karnataka,Belgaum,1978,53.658004335722296,34.98669312568704,44.32234873070467,44.879511473991876,52.29530844494184,36.3493890164675,49.11491740432288,42.10438505641414
Karnataka,Belgaum,1979,47.583827234928506,32.40952227550328,40.89817420792361,40.526853369934344,46.29930914392409,33.69404036650769,43.79038163108059,37.89973525413659
Karnataka,Belgaum,1980,50.5772336038077,33.14895788622984,41.86309574501877,42.37728840599888,49.73745242756738,33.988739062470145,46.57421479566096,39.960102218644124
Karnataka,Belgaum,1981,56.541039479043015,36.228090189750134,46.38456483439657,46.81138226100669,55.56942796676336,37.19970170202979,52.04972388218063,43.28031034627323
Karnataka,Belgaum,1982,53.03989528345938,36.12380949091603,44.58185238718771,44.94030329803323,52.4024849923457,36.76121978202971,48.583190348797295,42.38193889733904
Karnataka,Belgaum,1983,59.1877644406093,45.31694120710631,53.564937575699375,52.68988107447166,58.07864697789687,46.426058669818744,56.09119554957946,49.74405255723083
Karnataka,Belgaum,1984,60.4474536061385,47.85119285364745,55.189962490381646,54.50635599737921,59.72752565417001,48.57112080561594,57.37370299286226,51.92189292241118
Karnataka,Belgaum,1985,68.00686287896998,55.00766884567814,62.64041155392083,61.884981092856314,67.1609033640778,55.85362836057032,64.83316251768765,58.356030435700966
Karnataka,Belgaum,1986,63.39567591386145,49.914979965877095,57.34777386292462,56.9382430242888,63.04231356260738,50.268342317131165,59.55185032562974,54.318812970920504
Karnataka,Belgaum,1987,58.65427147045783,46.08358485190634,53.12392130730796,52.62059254322404,58.043776495173915,46.69407982719025,55.271822261766104,49.708612716928485
Karnataka,Belgaum,1988,72.68218402675187,57.60043230028025,65.9521117511766,65.41157602606958,72.40444855716042,57.878167769871695,69.10530589221052,61.17731043482159
Karnataka,Belgaum,1989,72.61166416732209,54.31993196447596,63.52980025363611,63.7203405642856,72.60100102461543,54.33059510718261,67.48184382968081,60.8490029169625
Karnataka,Belgaum,1990,74.58785300306995,61.68794699850016,69.32347885414913,68.5330929519064,74.29802505580128,61.97777494576883,73.27905444008141,62.996745561488694
Karnataka,Belgaum,1991,65.89536513737049,49.95313834184981,58.864158284163445,58.23755392112792,65.71508698954516,50.13341648967514,61.30603754198782,54.6882571841998
Karnataka,Belgaum,1992,67.60428479947716,54.09986352679262,62.22413307084674,61.309427132372186,67.20180644245288,54.502341883816904,65.46392422855742,56.24022409771237
Karnataka,Belgaum,1993,72.61531918435651,56.805696615816345,64.71050790008643,64.8559231437144,72.49982606431757,56.921189735855286,68.43979552210402,61.85371173983671
Karnataka,Belgaum,1994,66.23762707911715,55.7898848977059,61.45969726916733,61.162403081996786,66.11820136770812,55.909310609114925,64.78331835134051,57.244193625482545
Karnataka,Belgaum,1995,70.4492103375077,60.273516554339594,66.61450978692028,65.77907889292253,70.29648039798695,60.426246493860326,68.2949137361135,62.42781315573379
Karnataka,Belgaum,1996,72.45297258839432,57.92292541081554,65.18794899960493,65.52150586787742,72.29809464346737,58.07780335574249,69.2322029037188,63.14503630512601
Karnataka,Belgaum,1997,96.32574514228035,86.3779468446215,92.52388114741906,91.74252437810696,96.12709236640997,86.57659962049189,94.28823533112768,88.41545665577418
Karnataka,Belgaum,1998,114.17332078404652,94.19406898773296,104.50459373994411,104.75071908855931,113.16883862317022,95.19855114860927,108.80676309258678,101.43257406698791
Karnataka,Belgaum,1999,114.32338767295751,92.91041577275004,104.52578370565249,104.1269389569245,112.06771910289807,95.55406904389758,109.11397082959826,99.61741376770132
Karnataka,Belgaum,2000,107.99436407261629,87.97382705129144,98.86154672189478,98.35363232144174,106.1432580987097,89.82493302519805,102.98917506080974,94.4107723622707
Karnataka,Belgaum,2001,115.55663434794921,100.3992874533869,110.87515582716091,108.94369254283235,115.18094671438955,100.77497508694658,112.65086949349245,103.70513578699124
Karnataka,Belgaum,2002,107.81065923722234,90.64623235544059,101.66464581253572,100.1128068476789,106.27050659824977,92.18638499441316,104.6105956062598,96.05494569937566
Karnataka,Belgaum,2003,87.36343645842179,72.71213286275405,82.6161182486804,81.05456330966372,87.02103645001773,73.0545328711581,84.56850018501342,76.45107385443222
Karnataka,Belgaum,2004,91.44487493870987,77.45151982865839,86.19739108399615,85.0312619504548,91.06488068902563,77.83151407834264,90.08172918143828,78.81466558592999
Karnataka,Belgaum,2005,104.25802090907598,87.85725720121744,97.79248436314526,96.63592082447956,103.85159682625155,88.26368128404187,101.2429184138399,90.87235969645349
Karnataka,Belgaum,2006,107.22977463328732,90.92891536222783,100.45741263643383,99.53870087731633,106.58093938125626,91.57775061425889,104.82707930043598,93.33161069507916
Karnataka,Belgaum,2007,113.79274857607301,98.43984143909175,107.44634735690202,106.55964579068893,113.6573480607664,98.57524195439838,112.4074908248883,99.82509919027648
Karnataka,Belgaum,2008,130.96406382293355,113.09441701321879,123.28017593428788,122.4462189234801,130.1356430658653,113.92283777028703,127.02880872237203,117.02967211378035
Karnataka,Belgaum,2009,139.13336347917567,117.03897540855607,128.93080746040764,128.3687523933804,136.8056687734419,119.36667011428983,133.74186505874445,123.69898626980083
Karnataka,Belgaum,2010,139.7485311760433,116.35648873780552,128.551223151307,128.27672101413603,137.37942836587953,118.72559154796926,133.69049238162475,123.24955731242409
Karnataka,Belgaum,2011,147.16469876777415,121.96215738340472,134.56342807558946,135.0427408761016,146.34998685311567,122.77686929806322,140.9569999867703,131.04573296748146
Karnataka,Belgaum,2012,153.21713113007894,132.11814028765633,144.62667303690716,143.42820074480696,152.3168290530446,133.01844236469069,147.98202039377975,138.7422645643461
Karnataka,Belgaum,2013,159.01350913811683,134.16409400780447,147.39696101878116,147.1972749680199,156.38313587352746,136.81320351871977,152.6966047087704,142.19335149995757
Karnataka,Belgaum,2014,143.01379177791262,115.64475486219061,129.3292733200516,129.67156439842404,139.97739203008473,118.6811546100185,135.39030311211218,123.7816801455497
Karnataka,Belgaum,2015,148.57755532650157,119.21850472988856,133.98409893917395,134.15469120149922,145.09697536103224,122.79376049743465,140.45596598977772,127.68205137107918
Karnataka,Belgaum,2016,150.17904599356072,123.40775042850402,136.79339821103235,136.76485253843052,147.07847032889646,126.5083260931683,142.48609448528822,131.05788342787375
Karnataka,Belgaum,2017,144.25658393696108,111.9401639445552,129.22379501816772,128.47351429989467,141.7680550564872,115.66665601017961,133.54485019196284,122.65189768955345
Karnataka,Belgaum,2018,,,,,,,,
Karnataka,Bellary,1965,,,,,,,,
Karnataka,Bellary,1966,32.36785271127583,19.090040263294483,25.728946487285153,25.794112967027335,31.839015300529276,19.833927057190227,30.134667043622095,21.32322593094821
Karnataka,Bellary,1967,29.418518398449642,24.41102999722501,27.366415709233294,27.088995344958494,29.29725680506667,24.53229159060799,28.112104825421714,25.918311253486223
Karnataka,Bellary,1968,30.469088104988984,23.170344471119,26.819716288053993,27.03916379909786,29.940382295142378,23.699050280965608,28.72633602209275,25.987860176762744
Karnataka,Bellary,1969,30.32424827001152,22.484954710861928,26.51741325399609,26.561952214356484,29.585057623173903,23.348238297614845,27.953634110348034,25.03518907462537
Karnataka,Bellary,1970,31.428876530485404,24.05364166005169,27.74125909526855,27.820709834086077,30.898106854520396,24.5844113360167,29.07444502377318,26.527249274990208
Karnataka,Bellary,1971,37.8523031716516,29.18045716466782,33.51638016815971,33.55524874079349,36.95005189391505,30.08270844240437,35.15017859324603,31.94088460202405
Karnataka,Bellary,1972,46.733456852108326,35.7865749490704,41.260015900589366,41.375965684739455,46.03367366267436,36.486358138504364,44.218712070455574,38.99701843562372
Karnataka,Bellary,1973,40.805809845489534,34.29592158067365,37.80762777513915,37.72505728305162,40.29196013400638,35.09220956042012,38.832562179193566,36.40207557089587
Karnataka,Bellary,1974,44.12008321483373,39.04623178581482,41.578723148006546,41.581679382885035,44.11105334758735,39.0552616530612,42.57738742490419,40.588927575744364
Karnataka,Bellary,1975,44.681518803777124,37.94403354439754,41.280966849087726,41.20132526388353,44.386243098350036,38.23930924982463,42.386441982395844,39.988958256274586
Karnataka,Bellary,1976,59.080246036699435,53.72574365958742,58.393667786988416,57.06655249442509,59.03971910858984,53.766270587697015,58.845244421535384,53.96074527475146
Karnataka,Bellary,1977,52.43131878386423,41.55154570144604,46.99143224265514,46.908417975352485,51.61117741555213,42.37168706975814,49.13692213329625,44.34785674819812
Karnataka,Bellary,1978,58.18969715982247,41.88311528720182,50.036406223512145,50.104398839320595,57.016604257902436,43.056208189121854,54.31312994608703,46.167638195787944
Karnataka,Bellary,1979,59.19188149127948,43.22286047772123,51.20737098450036,51.37956504114317,58.5658403974664,43.848901571534306,56.421597411553364,47.02630889730418
Karnataka,Bellary,1980,66.81828687803676,51.72404189049476,59.271164384265774,59.715873864403015,66.20713389963255,52.75156197733128,64.11667811323736,56.33687642987714
Karnataka,Bellary,1981,61.62672568684731,53.193008571694065,57.67107032006516,57.505819657075044,60.81335299367315,54.006381264868224,59.47813285760106,55.746733383441324
Karnataka,Bellary,1982,74.03340619727096,60.69691523605064,67.3651607166608,67.4690880112786,72.83105025859167,62.08455922109756,69.87084085353209,65.14615699046433
Karnataka,Bellary,1983,82.00033024189943,60.27638502319522,71.13835763254733,70.91772859106595,80.36062220562853,61.18801722257757,77.66807907501808,64.60863619007658
Karnataka,Bellary,1984,92.26787895967979,77.01515283274139,84.64151589621059,84.51860526807087,90.89723493685352,78.17065335627953,87.85382261594737,81.08291540634116
Karnataka,Bellary,1985,87.02393544391028,74.87431828443489,80.94912686417258,80.92390519180368,86.14718042197237,75.7510733063728,83.0202244941795,78.72669919995221
